sku,loja_sync,last_update,id_bling,nome_bling,situacao_bling,ncm_bling,saldo_loja,saldo_full
002,Multimarcas,30/04/2026 16:11,15948448568,Tampa Portinhola Tanque Combustivel Ford Focus 2009 a 2013,A,,0.0,0.0
001,Multimarcas,30/04/2026 16:11,15948448567,Cebolão Do Radiador Sensor Temperatura,A,,91.0,120.0
46,Multimarcas,30/04/2026 16:11,15948448566,Sensor Pressão Do Pneu Tpms Gm Captiva Camaro Malibu,A,,55.0,24.0
70,Multimarcas,30/04/2026 16:11,15948448565,Roda Livre Automatica Original Frontier - 2.8 40260-1s700,A,,77.0,135.0
410,Multimarcas,30/04/2026 16:11,15948288045,Mangueira Filtro De Ar Tbi 17225-r1a-a01,A,,38.0,108.0
305-K,Multimarcas,30/04/2026 16:11,15948288044,Led Parafuso Olho De Águia Carro Moto 18mm - 1 Par,A,,0.0,0.0
305,Multimarcas,30/04/2026 16:11,15948288043,Led Parafuso Olho De Águia Carro Moto 18mm,A,,0.0,0.0
408,Multimarcas,30/04/2026 16:11,15948288042,Kit 415 Presilhas Grampos Fixadores Automotivo Carro + Chave,A,,0.0,0.0
409,Multimarcas,30/04/2026 16:11,15948288040,Adaptador Receptor Wireless Usb Wi-fi 5ghz Dual Band,A,,0.0,0.0
407,Multimarcas,30/04/2026 16:11,15948288039,Sensor De Temperatura E Umidade Wi-fi - Alexa E Google Home,A,,0.0,1.0
396,Multimarcas,30/04/2026 16:11,15948288038,Kit 100 Presilhas Grampos Fixadores Carro Veiculo Parabarro GN1667,A,,39.0,106.0
406,Multimarcas,30/04/2026 16:11,15948288037,Tampa Combustível Z750 Z800 Z1000,A,,0.0,1.0
404,Multimarcas,30/04/2026 16:11,15948288036,Mangueira De Retorno Dos Bicos A6460700932 6460700932,A,,0.0,0.0
402,Multimarcas,30/04/2026 16:11,15948288035,Botão Comando 6554.WA,A,,0.0,100.0
401,Multimarcas,30/04/2026 16:11,15948288034,Botão Comando 98053439,A,,29.0,101.0
403,Multimarcas,30/04/2026 16:11,15948288033,Comando Botão Vidro Eletrico  20455317,A,,0.0,1.0
405,Multimarcas,30/04/2026 16:11,15948288032,Botão Vidro Eletrico 94728492,A,,0.0,4.0
397,Multimarcas,30/04/2026 16:11,15948288031,Kit 100 Presilhas Grampos Fixadores Carro Veiculo Parabarro Com Caixa GN1667,A,,28.0,101.0
398,Multimarcas,30/04/2026 16:11,15948288030,Botão Comando Vidro 254000015r,A,,0.0,100.0
395,Multimarcas,30/04/2026 16:11,15948288029,Filtro da Bomba de Combustível 3M519h307LP,A,,0.0,0.0
392-K,Multimarcas,30/04/2026 16:11,15948288028,Par Amortecedor Tampa Da Caçamba Traseira Gun125 2016 2022,A,,0.0,100.0
392,Multimarcas,30/04/2026 16:11,15948288027,Amortecedor Tampa Da Caçamba Traseira Gun125 2016 2022,A,,0.0,0.0
365,Multimarcas,30/04/2026 16:11,15948288026,Flange Da Bomba Combustivel Tampa Focus 2.0 16v,A,,0.0,100.0
391,Multimarcas,30/04/2026 16:11,15948288025,Ventosa Manual 200kg,A,,11.0,1.0
394,Multimarcas,30/04/2026 16:11,15948288024,Trava Presília Mangueira Intercooler,A,,0.0,0.0
393,Multimarcas,30/04/2026 16:11,15948288023,Anel Vedação Da Mangueira Intercooler,A,,0.0,0.0
306-K,Multimarcas,30/04/2026 16:11,15948288022,Led Parafuso Olho De Águia Carro Moto 23mm - 1 Par,A,,0.0,0.0
336,Multimarcas,30/04/2026 16:11,15948288021,Botão Start Stop Bmw Preto Red 120i 320 M135 M235 M240 M2 M3,A,,0.0,0.0
379-4,Multimarcas,30/04/2026 16:11,15948288020,Trava Mangueira Intercooler (Menor),A,,1.0,3.0
379-3,Multimarcas,30/04/2026 16:11,15948287973,Anéis + Travas Da Mangueira intercooler,A,,0.0,0.0
382,Multimarcas,30/04/2026 16:11,15948287972,Bomba Combustível Motor Popa 397839 395091,A,,7.0,125.0
385-4-K,Multimarcas,30/04/2026 16:11,15948287971,Par Luz Subaquática Submarina 42 Leds 12v Barcos Lanchas Iates Azul,A,,61.0,51.0
385,Multimarcas,30/04/2026 16:11,15948287970,Luz Subaquática Submarina 42 Leds 12v Barcos Lanchas Iates,A,,0.0,0.0
381,Multimarcas,30/04/2026 16:11,15948287969,Painel Elétrico 6 Chaves Usb Tomada Voltímetro Lancha Barco,A,,0.0,0.0
380,Multimarcas,30/04/2026 16:11,15948287968,"Painel Elétrico 5 Chaves 2 Usb Com Voltímetro Para Carro, Barco, Iate, Trailer, Caminhão",A,,0.0,54.0
377-2-K4,Multimarcas,30/04/2026 16:11,15948287966,4 Luz Lâmpada Subaquática 27 Leds Super Potência Barco Lancha,A,,3.0,23.0
377-K,Multimarcas,30/04/2026 16:11,15948287965,2 Luz Lâmpada Subaquática 27 Leds Super Potência Barco Lancha,A,,0.0,0.0
377,Multimarcas,30/04/2026 16:11,15948287964,Luz Lâmpada Subaquática 27 Leds Super Potência Barco Lancha,A,,0.0,0.0
375,Multimarcas,30/04/2026 16:11,15948287963,Seta Pisca Retrovisor 87613-2P000-FC 87623-2P000-FC,A,,0.0,0.0
376,Multimarcas,30/04/2026 16:11,15948287962,Bobina Ignição Motor Popa Mercury Optimax Efi 300-879984t01 339-879984t00,A,,10.0,0.0
371,Multimarcas,30/04/2026 16:11,15948287961,Tampa + Flange Conexão Radiador,A,,0.0,0.0
372,Multimarcas,30/04/2026 16:11,15948287960,Tubo Conexão Mangueira 55116901AA,A,,6.0,0.0
373,Multimarcas,30/04/2026 16:11,15948287959,Carcaça E Válvula Termostática 68003582AB 4884569AB 68003582AA,A,,0.0,0.0
379-5,Multimarcas,30/04/2026 16:11,15948287958,Kit Anéis Presilhas Mangueira Intercooler,A,,0.0,0.0
379-2,Multimarcas,30/04/2026 16:11,15948287956,Presilhas Mangueira Intercooler,A,,1.0,1.0
379-1,Multimarcas,30/04/2026 16:11,15948287955,Kit Anéis Vedação Da Mangueira Intercooler,A,,0.0,0.0
374-K,Multimarcas,30/04/2026 16:11,15948287954,Grade De Luz De Nevoeiro Inferior ( Par ),A,,0.0,0.0
374,Multimarcas,30/04/2026 16:11,15948287953,Grade De Luz De Nevoeiro Inferior,A,,0.0,0.0
361,Multimarcas,30/04/2026 16:11,15948287952,Display Satlink Tela Lcd,A,,1.0,0.0
367-K,Multimarcas,30/04/2026 16:11,15948287951,Par Roda Livre Manual Gptrend Ford Ranger 4x4,A,,9.0,58.0
367,Multimarcas,30/04/2026 16:11,15948287950,Roda Livre Manual Gptrend Ford Ranger 4x4,A,,18.0,116.0
369,Multimarcas,30/04/2026 16:11,15948287949,Tubo Bypass Bomba De Agua 68211200AC,A,,0.0,0.0
366,Multimarcas,30/04/2026 16:11,15948287948,Display Lcd Tela Do Painel Computador Bordo,A,,0.0,0.0
362,Multimarcas,30/04/2026 16:11,15948287947,Flange Da Bomba Combustivel Tampa Focus 2.0 16v 3 Pçs,A,,0.0,0.0
363,Multimarcas,30/04/2026 16:11,15948287945,Botão multifuncional de controle de volante,A,,0.0,1.0
357,Multimarcas,30/04/2026 16:11,15948287944,Super Broca Helicoidal P/ Solo Terra Jardim Espiral Metal,A,,35.0,104.0
358,Multimarcas,30/04/2026 16:11,15948287943,Caneta Pencil Stylus 1.0mm,A,,26.0,3.0
355,Multimarcas,30/04/2026 16:11,15948287942,Botão Vidro Elétrico Sprinter,A,,0.0,0.0
353,Multimarcas,30/04/2026 16:11,15948287941,Filtro Haldex Tiguan 4 Motion  Para Audi Q3 Tiguan Passat,A,,3.0,0.0
346,Multimarcas,30/04/2026 16:11,15948287940,Anel Vedação Completo Resfriador Trocador Journey 3.6 Ate 13,A,,5.0,1.0
354,Multimarcas,30/04/2026 16:11,15948287939,Sensor Nivel Combustivel Pajero,A,,34.0,0.0
349,Multimarcas,30/04/2026 16:11,15948287937,Moldura Ponteira Escapamento Amg W205 Glc,A,,0.0,0.0
360,Multimarcas,30/04/2026 16:11,15948287936,Retentor Virabrequim Lado Volante Honda Civic 92-06,A,,64.0,0.0
344-K,Multimarcas,30/04/2026 16:11,15948287935,Roda Livre F250 2006 Até 2011 1c3z3b396cb,A,,31.0,58.0
347,Multimarcas,30/04/2026 16:11,15948287934,Anel Vedação Retentor Resfriador Dodge Journey Jeep,A,,7.0,0.0
344,Multimarcas,30/04/2026 16:11,15948287933,Roda Livre F250 2006 Até 2011 1c3z3b396cb,A,,62.0,116.0
345,Multimarcas,30/04/2026 16:11,15948287932,Testador Teste Faísca De Vela Ignição Motor Carro Moto Barco,A,,0.0,103.0
331-K,Multimarcas,30/04/2026 16:11,15948287931,Par Cinto Anti Alarme Jetta Adaptador Cinto Segurança,A,,0.0,0.0
333-K,Multimarcas,30/04/2026 16:11,15948287930,Par Cinto Anti Alarme Mitsubishi Pajero Adaptador Cinto Segurança,A,,0.0,0.0
332-K,Multimarcas,30/04/2026 16:11,15948287929,Par Cinto Anti Alarme Golf Adaptador Cinto Segurança,A,,0.0,0.0
333,Multimarcas,30/04/2026 16:11,15948287928,Cinto Anti Alarme Mitsubishi Pajero Adaptador Cinto Segurança,A,,0.0,0.0
332,Multimarcas,30/04/2026 16:11,15948287927,Cinto Anti Alarme Golf Adaptador Cinto Segurança,A,,0.0,0.0
343,Multimarcas,30/04/2026 16:11,15948287926,Sensor Medidor Nivel Combustivel Tanque,A,,4.0,4.0
342,Multimarcas,30/04/2026 16:11,15948287925,Marcador Medidor Sensor Nível Combustível Digital Universal,A,,0.0,0.0
341,Multimarcas,30/04/2026 16:11,15948287924,Filtro Combustivel 16127233840,A,,32.0,104.0
324,Multimarcas,30/04/2026 16:11,15948287923,Tampa Filtro Ar Condicionado,A,,0.0,0.0
337,Multimarcas,30/04/2026 16:11,15948287922,Valvula Controle Comando 06H109257C,A,,0.0,100.0
318,Multimarcas,30/04/2026 16:11,15948287921,Fechadura Trava Tranca Tampa Porta Malas Hb20s Sedan 2016,A,,88.0,114.0
327,Multimarcas,30/04/2026 16:11,15948287920,Flange De Água Cabeçote Alumínio,A,,0.0,0.0
325,Multimarcas,30/04/2026 16:11,15948287919,Tampa Amortecedor,A,,0.0,0.0
315-K,Multimarcas,30/04/2026 16:11,15948287918,Cinto Anti Alarme Toyota Corolla Adaptador Cinto (Par),A,,0.0,0.0
331,Multimarcas,30/04/2026 16:11,15948287917,Cinto Anti Alarme Jetta Adaptador Cinto Segurança,A,,0.0,0.0
326,Multimarcas,30/04/2026 16:11,15948287915,Difusor Ar Console Central Original,A,,17.0,0.0
316,Multimarcas,30/04/2026 16:11,15948287914,Sensor Direção Hidráulica  497610324r,A,,0.0,0.0
321-K,Multimarcas,30/04/2026 16:11,15948287913,Spoiler Parachoque Par,A,,0.0,100.0
321,Multimarcas,30/04/2026 16:11,15948287911,Spoiler Parachoque,A,,0.0,0.0
319,Multimarcas,30/04/2026 16:11,15948287910,Cilindro Atuador Hidráulico Embreagem Meriva Easytronic,A,,0.0,100.0
315,Multimarcas,30/04/2026 16:11,15948287909,Cinto Anti Alarme Toyota Corolla Adaptador Cinto,A,,1.0,0.0
320,Multimarcas,30/04/2026 16:11,15948287908,Par Lâmpada Xenon Hid D1s 6000k,A,,0.0,99.0
313,Multimarcas,30/04/2026 16:11,15948287907,Esteira Trilho Alavanca Câmbio 8015a066,A,,1.0,100.0
312,Multimarcas,30/04/2026 16:11,15948287905,Esteira Do Câmbio Automático 4at,A,,0.0,2.0
314-K,Multimarcas,30/04/2026 16:11,15948287904,Acessórios Hilux Cinto De Segurança Anti Som Par,A,,0.0,0.0
314,Multimarcas,30/04/2026 16:11,15948287903,Acessórios Hilux Cinto De Segurança Anti Som,A,,1.0,0.0
310,Multimarcas,30/04/2026 16:11,15948287902,Medidor Fluxo Ar 13800-65D00,A,,4.0,2.0
308,Multimarcas,30/04/2026 16:11,15948287901,Filete Maçaneta Toyota Corolla 2015 Á 2019,A,,0.0,0.0
303,Multimarcas,30/04/2026 16:11,15948287900,Válvula Acionamento Diferencial Diant Diafragma S10 Blazer,A,,0.0,0.0
307-1,Multimarcas,30/04/2026 16:11,15948287899,Carcaça Válvula Termostática 308 3008 408 C4 Ds3 1.6 Thp,A,,20.0,100.0
299,Multimarcas,30/04/2026 16:11,15948287898,Chave Interruptora,A,,0.0,0.0
298-K,Multimarcas,30/04/2026 16:11,15948287897,Par Brucutu Esguicho Para Brisas 986302E100,A,,112.0,141.0
297-K,Multimarcas,30/04/2026 16:11,15948287896,Par Esguicho Agua Brucutu Cruze 2012 2013 2014 2015 2016,A,,203.0,54.0
306,Multimarcas,30/04/2026 16:11,15948287894,Led Parafuso Olho De Águia Carro Moto 23mm,A,,0.0,0.0
294,Multimarcas,30/04/2026 16:11,15948287893,Tubo Cano Óleo Retorno Turbina Peugeot Thp 1613571980 037989,A,,9.0,0.0
291,Multimarcas,30/04/2026 16:11,15948287891,Placa De Fusíveis Bateria Peugeot 3008 C4 Picasso 6500gr,A,,0.0,0.0
295,Multimarcas,30/04/2026 16:11,15948287890,Bomba De Vácuo Para Peugeot E Citroen Thp 1.6 16v Turbo 3008,A,,0.0,4.0
292,Multimarcas,30/04/2026 16:11,15948287889,Sensor Oleo Citroen Picasso Peugeot 307 308 407 408 2.0 16v,A,,13.0,103.0
352,Multimarcas,30/04/2026 16:11,15948287888,Comando Botao Vidro Eletrico Sprinter 311/ 415/ 515 3 Plugs,A,,31.0,103.0
158-1,Multimarcas,30/04/2026 16:11,15948271205,Sensor Pressão Flauta 0281002908,A,,0.0,0.0
275-19,Multimarcas,30/04/2026 16:11,15948271204,Puxador Interno Porta Bmw 528i 535i 550i M5 Oyster,A,,19.0,0.0
99-1,Multimarcas,30/04/2026 16:11,15948271203,Calibrador Sincronizador Sensor Tpms EL-50448,A,,2.0,130.0
241-1,Multimarcas,30/04/2026 16:11,15948271202,Suporte Celular BMW Gs1200 1250 F850 Xr 1000 Por Indução,A,,6.0,10.0
219-K6,Multimarcas,30/04/2026 16:11,15948271201,Jogo 6 Velas Ignição SILZKR7B11,A,,0.0,0.0
170-K4,Multimarcas,30/04/2026 16:11,15948271200,Jogo De Velas Ignição 4un 9091901164,A,,0.0,1.0
44-K4,Multimarcas,30/04/2026 16:11,15948271199,Jogo 4 Vela Ignição Iridium Izfr6h11,A,,0.0,0.0
149-K4,Multimarcas,30/04/2026 16:11,15948271198,Jogo Velas de Ignição Ngk Iridium Lzfr6ai Airtrek Outlander 2.4,A,,0.0,0.0
Pilha,Multimarcas,30/04/2026 16:11,15948271197,Pilha Palito AAA,A,,6.0,0.0
129-3,Multimarcas,30/04/2026 16:11,15948271196,Scanner Parede Detector Tubo Cano Água Pvc Madeira Fio Metal Com Pilhas,A,,0.0,0.0
254-3,Multimarcas,30/04/2026 16:11,15948271195,Bomba Combustivel Gasolina AH22-9H307-AB Sem Filtro,A,,0.0,0.0
J237-K4,Multimarcas,30/04/2026 16:11,15948271194,Capa Cortina Proteção Solar Janela Carro 4 UN,A,,0.0,0.0
J237-K,Multimarcas,30/04/2026 16:11,15948271193,Capa Cortina Proteção Solar Janela Carro 2 UN,A,,0.0,0.0
222-2,Multimarcas,30/04/2026 16:11,15948271192,Pisca Seta Retrovisor Carona Motorista Lado: Esquerdo,A,,3.0,0.0
222-1,Multimarcas,30/04/2026 16:11,15948271191,Pisca Seta Retrovisor Carona Motorista Lado: Direito,A,,0.0,0.0
198-4,Multimarcas,30/04/2026 16:11,15948271190,Maçaneta Externa Kia Sorento 82650-3e010 Traseira Esquerda,A,,20.0,100.0
198-3,Multimarcas,30/04/2026 16:11,15948271189,Maçaneta Externa Kia Sorento 82650-3e010 Traseira Direita,A,,11.0,0.0
198-2,Multimarcas,30/04/2026 16:11,15948271188,Maçaneta Externa Kia Sorento 82650-3e010 Dianteira Esquerda,A,,15.0,100.0
198-1,Multimarcas,30/04/2026 16:11,15948271187,Maçaneta Externa Kia Sorento 82650-3e010 Dianteira Direita,A,,0.0,100.0
189,Multimarcas,30/04/2026 16:11,15948271186,Amortecedor Mola Gás Tampa Caçamba,A,,0.0,0.0
147,Multimarcas,30/04/2026 16:11,15948271185,Vela 1262054,A,,0.0,0.0
250-K,Multimarcas,30/04/2026 16:11,15948271184,Tampa Parachoque Esguicho Farol Azera ( Par ),A,,99.0,102.0
238-K,Multimarcas,30/04/2026 16:11,15948271183,Tela Grade Para Choque Dianteiro Jeep Renegade 735618579l 735618580r Par,A,,1.0,1.0
272-K8,Multimarcas,30/04/2026 16:11,15948271181,Filtro Peneira Eixo Balanceador (8pçs),A,,0.0,2.0
272-K4,Multimarcas,30/04/2026 16:11,15948271180,Filtro Peneira Eixo Balanceador (4pçs),A,,0.0,4.0
219-K4,Multimarcas,30/04/2026 16:11,15948271179,Jogo 4 Velas Ignição SILZKR7B11,A,,0.0,0.0
252-K,Multimarcas,30/04/2026 16:11,15948271178,Tampa Lavador Esguicho Farol Focus 2014a 2015,A,,8.0,104.0
221,Multimarcas,30/04/2026 16:11,15948271177,Placa Do Led Lanterna b003809.2,A,,119.0,102.0
230-K,Multimarcas,30/04/2026 16:11,15948271176,Tampa Esguicho Parachoque 61677211209 (Par),A,,0.0,108.0
222-K,Multimarcas,30/04/2026 16:11,15948271175,Pisca Seta Retrovisor Carona Motorista Lado (Par Direito esquerdo),A,,0.0,0.0
